,unique_id,indicator_id,name,measure,measure_info,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value
927,877063,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,409,Southeast Queens,Winter 2022-23,2022-12-01T00:00:00.000,17.64945867
928,877228,375,Nitrogen dioxide (NO2),Mean,ppb,CD,404,Elmhurst and Corona (CD4),Winter 2022-23,2022-12-01T00:00:00.000,21.86210978
929,874546,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,309310,Union Square-Lower Manhattan,Winter 2022-23,2022-12-01T00:00:00.000,7.497413053
930,874820,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,318,Flatlands and Canarsie (CD18),Winter 2022-23,2022-12-01T00:00:00.000,5.819217212
931,874898,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304,Bushwick (CD4),Winter 2022-23,2022-12-01T00:00:00.000,6.781702364
932,874567,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,405,Ridgewood - Forest Hills,Winter 2022-23,2022-12-01T00:00:00.000,6.26223548
933,874418,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,101,Kingsbridge - Riverdale,Winter 2022-23,2022-12-01T00:00:00.000,6.579128989
934,874358,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,101,Kingsbridge - Riverdale,Winter 2022-23,2022-12-01T00:00:00.000,6.579128989
935,877168,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Winter 2022-23,2022-12-01T00:00:00.000,23.56166841
936,874409,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104,Pelham - Throgs Neck,Winter 2022-23,2022-12-01T00:00:00.000,6.522234553
937,877024,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Winter 2022-23,2022-12-01T00:00:00.000,21.59935664
938,877018,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,207,East Flatbush - Flatbush,Winter 2022-23,2022-12-01T00:00:00.000,22.36837297
939,876850,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Winter 2022-23,2022-12-01T00:00:00.000,21.93219192
940,874841,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,407,Flushing and Whitestone (CD7),Winter 2022-23,2022-12-01T00:00:00.000,6.253089341
941,877219,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Winter 2022-23,2022-12-01T00:00:00.000,21.10840179
942,877192,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2022-23,2022-12-01T00:00:00.000,22.78172025
943,874325,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,Sunset Park,Winter 2022-23,2022-12-01T00:00:00.000,6.619823381
944,877165,375,Nitrogen dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Winter 2022-23,2022-12-01T00:00:00.000,23.95804204
945,874313,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Winter 2022-23,2022-12-01T00:00:00.000,5.95217197
946,876955,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404,Bayside - Little Neck,Winter 2022-23,2022-12-01T00:00:00.000,17.44185147
947,874433,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Winter 2022-23,2022-12-01T00:00:00.000,5.26452039
948,874835,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Winter 2022-23,2022-12-01T00:00:00.000,6.469220692
949,877162,375,Nitrogen dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Winter 2022-23,2022-12-01T00:00:00.000,17.32271887
950,874856,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,Jamaica and Hollis (CD12),Winter 2022-23,2022-12-01T00:00:00.000,5.896214778
951,876859,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,5,Staten Island,Winter 2022-23,2022-12-01T00:00:00.000,17.32271341
952,874564,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,407,Southwest Queens,Winter 2022-23,2022-12-01T00:00:00.000,5.955462164
953,876988,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Winter 2022-23,2022-12-01T00:00:00.000,17.89722521
954,876928,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Winter 2022-23,2022-12-01T00:00:00.000,22.32175756
955,874510,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,107,Upper West Side (CD7),Winter 2022-23,2022-12-01T00:00:00.000,6.424081772
956,877243,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Winter 2022-23,2022-12-01T00:00:00.000,21.48155697
957,874844,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2022-23,2022-12-01T00:00:00.000,5.871352073
958,874513,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,106,Stuyvesant Town and Turtle Bay (CD6),Winter 2022-23,2022-12-01T00:00:00.000,7.587894778
959,874814,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316,Brownsville (CD16),Winter 2022-23,2022-12-01T00:00:00.000,6.300029532
960,874823,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,401,Long Island City and Astoria (CD1),Winter 2022-23,2022-12-01T00:00:00.000,6.623326406
961,877081,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Winter 2022-23,2022-12-01T00:00:00.000,19.77732414
962,874391,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206,Borough Park,Winter 2022-23,2022-12-01T00:00:00.000,6.105061444
963,874826,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,402,Woodside and Sunnyside (CD2),Winter 2022-23,2022-12-01T00:00:00.000,6.954335142
964,876997,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Winter 2022-23,2022-12-01T00:00:00.000,19.78791893
965,874916,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2022-23,2022-12-01T00:00:00.000,6.104524194
966,874442,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407,Southwest Queens,Winter 2022-23,2022-12-01T00:00:00.000,5.955262927
967,874424,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,503,Willowbrook,Winter 2022-23,2022-12-01T00:00:00.000,5.592895831
968,877051,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,Winter 2022-23,2022-12-01T00:00:00.000,18.93045334
969,876847,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,Bronx,Winter 2022-23,2022-12-01T00:00:00.000,19.74253268
970,877150,375,Nitrogen dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Winter 2022-23,2022-12-01T00:00:00.000,17.86500286
971,874337,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,Greenpoint,Winter 2022-23,2022-12-01T00:00:00.000,6.968784799
972,874543,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2022-23,2022-12-01T00:00:00.000,5.869045933
973,877045,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401,Long Island City - Astoria,Winter 2022-23,2022-12-01T00:00:00.000,22.30308226
974,876970,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Winter 2022-23,2022-12-01T00:00:00.000,17.64972749
975,874919,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Winter 2022-23,2022-12-01T00:00:00.000,5.925667074
976,874487,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302,Central Harlem - Morningside Heights,Winter 2022-23,2022-12-01T00:00:00.000,6.608280997
977,876973,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Winter 2022-23,2022-12-01T00:00:00.000,11.90192295
978,876898,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Winter 2022-23,2022-12-01T00:00:00.000,22.318317
979,874603,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205,Fordham and University Heights (CD5),Winter 2022-23,2022-12-01T00:00:00.000,6.595338571
980,877087,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,South Bronx,Winter 2022-23,2022-12-01T00:00:00.000,21.77739196
981,874388,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207,East Flatbush - Flatbush,Winter 2022-23,2022-12-01T00:00:00.000,6.12954308
982,874540,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502,Northern SI,Winter 2022-23,2022-12-01T00:00:00.000,5.74043349
983,877120,375,Nitrogen dioxide (NO2),Mean,ppb,CD,110,Central Harlem (CD10),Winter 2022-23,2022-12-01T00:00:00.000,20.00988219
984,877012,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205,Sunset Park,Winter 2022-23,2022-12-01T00:00:00.000,24.34283005
985,874400,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,203,Bedford Stuyvesant - Crown Heights,Winter 2022-23,2022-12-01T00:00:00.000,6.433502307
986,876856,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,4,Queens,Winter 2022-23,2022-12-01T00:00:00.000,19.33359424
987,825772,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Summer 2022,2022-06-01T00:00:00.000,13.40817829
988,827002,386,Ozone (O3),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Summer 2022,2022-06-01T00:00:00.000,34.02865764
989,827044,386,Ozone (O3),Mean,ppb,CD,105,Midtown (CD5),Summer 2022,2022-06-01T00:00:00.000,27.72553855
990,825958,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Summer 2022,2022-06-01T00:00:00.000,11.43810998
991,826016,375,Nitrogen dioxide (NO2),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),Summer 2022,2022-06-01T00:00:00.000,12.05364835
992,823576,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,503,Tottenville and Great Kills (CD3),Summer 2022,2022-06-01T00:00:00.000,5.627610011
993,823436,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,203,Bedford Stuyvesant - Crown Heights,Summer 2022,2022-06-01T00:00:00.000,6.499405841
994,827009,386,Ozone (O3),Mean,ppb,CD,316,Brownsville (CD16),Summer 2022,2022-06-01T00:00:00.000,34.21756217
995,825760,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Summer 2022,2022-06-01T00:00:00.000,10.13740916
996,827032,386,Ozone (O3),Mean,ppb,CD,205,Fordham and University Heights (CD5),Summer 2022,2022-06-01T00:00:00.000,31.19725069
997,823235,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,Flushing - Clearview,Summer 2022,2022-06-01T00:00:00.000,6.644860341
998,823292,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,Sunset Park,Summer 2022,2022-06-01T00:00:00.000,6.696804885
999,826046,375,Nitrogen dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City (CD5),Summer 2022,2022-06-01T00:00:00.000,10.71678241
1000,826327,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2022,2022-06-01T00:00:00.000,9.398134233
1001,827127,386,Ozone (O3),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Summer 2022,2022-06-01T00:00:00.000,37.07216274
1002,827107,386,Ozone (O3),Mean,ppb,UHF42,409,Southeast Queens,Summer 2022,2022-06-01T00:00:00.000,34.67389389
1003,827040,386,Ozone (O3),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Summer 2022,2022-06-01T00:00:00.000,30.55697009
1004,827026,386,Ozone (O3),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Summer 2022,2022-06-01T00:00:00.000,32.7976337
1005,825855,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,South Bronx,Summer 2022,2022-06-01T00:00:00.000,13.52832429
1006,825882,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,Jamaica,Summer 2022,2022-06-01T00:00:00.000,10.47005515
1007,827106,386,Ozone (O3),Mean,ppb,UHF42,410,Rockaways,Summer 2022,2022-06-01T00:00:00.000,37.50032276
1008,826996,386,Ozone (O3),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Summer 2022,2022-06-01T00:00:00.000,33.68961687
1009,827138,386,Ozone (O3),Mean,ppb,UHF42,106,High Bridge - Morrisania,Summer 2022,2022-06-01T00:00:00.000,31.51181153
1010,825742,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301,Washington Heights,Summer 2022,2022-06-01T00:00:00.000,13.48842373
1011,823229,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405,Ridgewood - Forest Hills,Summer 2022,2022-06-01T00:00:00.000,6.496026238
1012,825796,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Summer 2022,2022-06-01T00:00:00.000,10.63957234
1013,825757,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Summer 2022,2022-06-01T00:00:00.000,10.18747995
1014,823241,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401,Long Island City - Astoria,Summer 2022,2022-06-01T00:00:00.000,7.223992797
1015,825745,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Summer 2022,2022-06-01T00:00:00.000,12.66801156
1016,823433,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204,East New York,Summer 2022,2022-06-01T00:00:00.000,6.401286506
1017,825979,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504,South Beach - Tottenville,Summer 2022,2022-06-01T00:00:00.000,6.854871982
1018,825894,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Summer 2022,2022-06-01T00:00:00.000,12.76958802
1019,825891,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,Summer 2022,2022-06-01T00:00:00.000,11.0399725
1020,825964,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,201,Greenpoint,Summer 2022,2022-06-01T00:00:00.000,14.06871488
1021,827018,386,Ozone (O3),Mean,ppb,CD,307,Sunset Park (CD7),Summer 2022,2022-06-01T00:00:00.000,33.47063595
1022,823340,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,1,Bronx,Summer 2022,2022-06-01T00:00:00.000,7.094758673
1023,825715,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2022,2022-06-01T00:00:00.000,16.71264314
1024,827028,386,Ozone (O3),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Summer 2022,2022-06-01T00:00:00.000,32.92501511
1025,825976,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Summer 2022,2022-06-01T00:00:00.000,10.63957234
1026,825733,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Summer 2022,2022-06-01T00:00:00.000,14.66189338
1027,823418,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Summer 2022,2022-06-01T00:00:00.000,6.036921521
1028,827112,386,Ozone (O3),Mean,ppb,UHF42,404,Bayside - Little Neck,Summer 2022,2022-06-01T00:00:00.000,33.40020401
1029,826031,375,Nitrogen dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Summer 2022,2022-06-01T00:00:00.000,11.40745568
1030,827064,386,Ozone (O3),Mean,ppb,UHF34,401,Long Island City - Astoria,Summer 2022,2022-06-01T00:00:00.000,32.93001894
1031,825799,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,5,Staten Island,Summer 2022,2022-06-01T00:00:00.000,7.847539245
1032,823223,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407,Southwest Queens,Summer 2022,2022-06-01T00:00:00.000,6.186049843
1033,825927,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,206,Borough Park,Summer 2022,2022-06-01T00:00:00.000,10.13740916
1034,827140,386,Ozone (O3),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Summer 2022,2022-06-01T00:00:00.000,33.2891319
1035,823513,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,314,Flatbush and Midwood (CD14),Summer 2022,2022-06-01T00:00:00.000,6.105372088
1036,825879,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,409,Southeast Queens,Summer 2022,2022-06-01T00:00:00.000,9.8035193
1037,825897,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401,Long Island City - Astoria,Summer 2022,2022-06-01T00:00:00.000,13.22276301
1038,827072,386,Ozone (O3),Mean,ppb,UHF34,208,Canarsie - Flatlands,Summer 2022,2022-06-01T00:00:00.000,36.11507607
1039,823343,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103,Lower East Side and Chinatown (CD3),Summer 2022,2022-06-01T00:00:00.000,7.41411341
1040,823543,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Summer 2022,2022-06-01T00:00:00.000,6.386200991
1041,826070,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Summer 2022,2022-06-01T00:00:00.000,10.32510885
1042,826360,375,Nitrogen dioxide (NO2),Mean,ppb,CD,404,Elmhurst and Corona (CD4),Summer 2022,2022-06-01T00:00:00.000,12.24107819
1043,823358,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,503504,Southern SI,Summer 2022,2022-06-01T00:00:00.000,5.74898125
1044,823367,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,309310,Union Square-Lower Manhattan,Summer 2022,2022-06-01T00:00:00.000,7.519751457
1045,827074,386,Ozone (O3),Mean,ppb,UHF34,206,Borough Park,Summer 2022,2022-06-01T00:00:00.000,35.18590991
1046,825924,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,207,East Flatbush - Flatbush,Summer 2022,2022-06-01T00:00:00.000,10.18747995
1047,827060,386,Ozone (O3),Mean,ppb,UHF34,407,Southwest Queens,Summer 2022,2022-06-01T00:00:00.000,35.15560782
1048,827067,386,Ozone (O3),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Summer 2022,2022-06-01T00:00:00.000,30.91196258
1049,827001,386,Ozone (O3),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Summer 2022,2022-06-01T00:00:00.000,33.89093469
1050,827061,386,Ozone (O3),Mean,ppb,UHF34,405,Ridgewood - Forest Hills,Summer 2022,2022-06-01T00:00:00.000,34.18062626
1051,827078,386,Ozone (O3),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Summer 2022,2022-06-01T00:00:00.000,32.29772352
1052,825840,375,Nitrogen dioxide (NO2),Mean,ppb,CD,104,Clinton and Chelsea (CD4),Summer 2022,2022-06-01T00:00:00.000,17.81243819
1053,827063,386,Ozone (O3),Mean,ppb,UHF34,402,West Queens,Summer 2022,2022-06-01T00:00:00.000,33.5625397
1054,825724,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Summer 2022,2022-06-01T00:00:00.000,19.60382423
1055,827079,386,Ozone (O3),Mean,ppb,UHF34,201,Greenpoint,Summer 2022,2022-06-01T00:00:00.000,32.404022
1056,827083,386,Ozone (O3),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Summer 2022,2022-06-01T00:00:00.000,29.95390541
1057,825988,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Summer 2022,2022-06-01T00:00:00.000,9.403636349
1058,825909,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,301,Washington Heights,Summer 2022,2022-06-01T00:00:00.000,13.48827055
1059,823445,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104,Pelham - Throgs Neck,Summer 2022,2022-06-01T00:00:00.000,7.005098509
1060,825921,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,Summer 2022,2022-06-01T00:00:00.000,8.604527294
1061,827013,386,Ozone (O3),Mean,ppb,CD,312,Borough Park (CD12),Summer 2022,2022-06-01T00:00:00.000,35.11207427
1062,827073,386,Ozone (O3),Mean,ppb,UHF34,207,East Flatbush - Flatbush,Summer 2022,2022-06-01T00:00:00.000,34.89698884
1063,827050,386,Ozone (O3),Mean,ppb,UHF34,105106107,South Bronx,Summer 2022,2022-06-01T00:00:00.000,32.05465056
1064,825816,375,Nitrogen dioxide (NO2),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Summer 2022,2022-06-01T00:00:00.000,13.58267707
1065,825906,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Summer 2022,2022-06-01T00:00:00.000,13.2403218
1066,823361,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502,Northern SI,Summer 2022,2022-06-01T00:00:00.000,6.02607002
1067,823155,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,201,Mott Haven and Melrose (CD1),Summer 2022,2022-06-01T00:00:00.000,7.163027195
1068,826998,386,Ozone (O3),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Summer 2022,2022-06-01T00:00:00.000,34.53289013
1069,827016,386,Ozone (O3),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),Summer 2022,2022-06-01T00:00:00.000,34.39961035
1070,826028,375,Nitrogen dioxide (NO2),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Summer 2022,2022-06-01T00:00:00.000,11.54096786
1071,826022,375,Nitrogen dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Summer 2022,2022-06-01T00:00:00.000,12.44632642
1072,826040,375,Nitrogen dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Summer 2022,2022-06-01T00:00:00.000,11.86087701
1073,827007,386,Ozone (O3),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Summer 2022,2022-06-01T00:00:00.000,36.17828665
1074,827033,386,Ozone (O3),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Summer 2022,2022-06-01T00:00:00.000,31.28909381
1075,827038,386,Ozone (O3),Mean,ppb,CD,111,East Harlem (CD11),Summer 2022,2022-06-01T00:00:00.000,31.53651581
1076,823424,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207,East Flatbush - Flatbush,Summer 2022,2022-06-01T00:00:00.000,6.173406281
1077,826034,375,Nitrogen dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Summer 2022,2022-06-01T00:00:00.000,14.10897788
1078,827021,386,Ozone (O3),Mean,ppb,CD,304,Bushwick (CD4),Summer 2022,2022-06-01T00:00:00.000,33.68081317
1079,823391,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,403,Flushing - Clearview,Summer 2022,2022-06-01T00:00:00.000,6.645086401
1080,826345,375,Nitrogen dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),Summer 2022,2022-06-01T00:00:00.000,10.50434711
1081,826357,375,Nitrogen dioxide (NO2),Mean,ppb,CD,403,Jackson Heights (CD3),Summer 2022,2022-06-01T00:00:00.000,11.45588083
1082,823448,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,Summer 2022,2022-06-01T00:00:00.000,7.129036078
1083,826997,386,Ozone (O3),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2022,2022-06-01T00:00:00.000,35.53372839
1084,827037,386,Ozone (O3),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Summer 2022,2022-06-01T00:00:00.000,29.61475137
1085,825822,375,Nitrogen dioxide (NO2),Mean,ppb,CD,110,Central Harlem (CD10),Summer 2022,2022-06-01T00:00:00.000,13.11099386
1086,825846,375,Nitrogen dioxide (NO2),Mean,ppb,CD,102,Greenwich Village and Soho (CD2),Summer 2022,2022-06-01T00:00:00.000,16.36678769
1087,826037,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2022,2022-06-01T00:00:00.000,14.17662165
1088,825828,375,Nitrogen dioxide (NO2),Mean,ppb,CD,108,Upper East Side (CD8),Summer 2022,2022-06-01T00:00:00.000,15.25577872
1089,826025,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Summer 2022,2022-06-01T00:00:00.000,11.72384077
1090,826324,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2022,2022-06-01T00:00:00.000,10.62784989
1091,827012,386,Ozone (O3),Mean,ppb,CD,313,Coney Island (CD13),Summer 2022,2022-06-01T00:00:00.000,37.67186939
1092,826990,386,Ozone (O3),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),Summer 2022,2022-06-01T00:00:00.000,36.03199529
1093,823400,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,304,Upper West Side,Summer 2022,2022-06-01T00:00:00.000,7.014751429
1094,826995,386,Ozone (O3),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Summer 2022,2022-06-01T00:00:00.000,34.63508331
1095,823439,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202,Downtown - Heights - Slope,Summer 2022,2022-06-01T00:00:00.000,6.911800513
1096,823504,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Summer 2022,2022-06-01T00:00:00.000,5.978383021
1097,823409,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,301,Washington Heights,Summer 2022,2022-06-01T00:00:00.000,7.231879874
1098,827113,386,Ozone (O3),Mean,ppb,UHF42,403,Flushing - Clearview,Summer 2022,2022-06-01T00:00:00.000,34.47607536
1099,823406,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,302,Central Harlem - Morningside Heights,Summer 2022,2022-06-01T00:00:00.000,7.126410704
1100,823193,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,111,East Harlem (CD11),Summer 2022,2022-06-01T00:00:00.000,7.051746883
1101,826330,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Summer 2022,2022-06-01T00:00:00.000,10.29714096
1102,823385,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,407,Southwest Queens,Summer 2022,2022-06-01T00:00:00.000,6.186231641
1103,826318,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Summer 2022,2022-06-01T00:00:00.000,11.80086863
1104,827008,386,Ozone (O3),Mean,ppb,CD,317,East Flatbush (CD17),Summer 2022,2022-06-01T00:00:00.000,34.90569044
1105,826049,375,Nitrogen dioxide (NO2),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Summer 2022,2022-06-01T00:00:00.000,12.67320071
1106,826381,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Summer 2022,2022-06-01T00:00:00.000,10.73361271
1107,827046,386,Ozone (O3),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Summer 2022,2022-06-01T00:00:00.000,31.37404228
1108,827103,386,Ozone (O3),Mean,ppb,UHF42,503,Willowbrook,Summer 2022,2022-06-01T00:00:00.000,34.75444464
